goods_no,category,base_cat,brand,brand_name,title,style_no,similar_no,gender,season,season_year,thumbnail,price_normal,price_final,review_count,review_score,purchase_total,page_view,fit,touch,elasticity,sheer,thickness,wear_season,color_codes,sizes,gallery,tags,size_type,size_measures,survey,ai_summary,ingest_tag,fetched_at
6090951,001001,017016005,descente,데상트,우먼스 듀얼리스 니트 폴로 반팔 티셔츠 블랙 SR122DPS34,SR122DPS34_BLK0,0,공용,1,0000,https://image.msscdn.net/images/goods_img/20260306/6090951/6090951_17786335866081_500.jpg,169000,160550,0,0,0,0,,,,,,,{2},"{BLK0_BLACK^85,BLK0_BLACK^90}","{/images/prd_img/20260306/6090951/detail_6090951_17786335871970_500.jpg,/images/prd_img/20260306/6090951/detail_6090951_17786335873400_500.jpg}","{우먼스컬렉션,유키PICK}",,,,,,2026-08-12 03:47:03.50325+00
6092046,001004,017016007,muscolo,머스콜로,블레이드 빈티지 워시 후디 - 차콜,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092046/6092046_17820607540464_500.png,64000,64000,0,0,0,0,,,,,,,{25},"{1,2,3}","{/images/prd_img/20260306/6092046/detail_6092046_17820607546619_500.png,/images/prd_img/20260306/6092046/detail_6092046_17820607547940_500.png,/images/prd_img/20260306/6092046/detail_6092046_17820607549475_500.png,/images/prd_img/20260306/6092046/detail_6092046_17820607551099_500.png}",,21,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 77.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 83.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 68.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6092200,001001,017016005,muscolo,머스콜로,[베이직] 에어쿨링 반팔 티셔츠 카키,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092200/6092200_17808130314818_500.png,28000,28000,0,0,0,0,,,,,,,{30},"{1,2,3}","{/images/prd_img/20260306/6092200/detail_6092200_17808130320755_500.png,/images/prd_img/20260306/6092200/detail_6092200_17808130322176_500.png,/images/prd_img/20260306/6092200/detail_6092200_17808130323786_500.png}",{쿨아이템},5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 75.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.5, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 67.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6092567,001001,017016005,muscolo,머스콜로,[베이직] 에어쿨링 반팔 티셔츠 화이트,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092567/6092567_17808130301264_500.png,28000,28000,0,0,0,0,,,,,,,{1},"{1,2,3}","{/images/prd_img/20260306/6092567/detail_6092567_17808130307218_500.png,/images/prd_img/20260306/6092567/detail_6092567_17808130308581_500.png,/images/prd_img/20260306/6092567/detail_6092567_17808130310081_500.png}",{쿨아이템},5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6092591,001001,017016005,muscolo,머스콜로,[MGW] 퀵드라이 에어쿨링 반팔 티셔츠 카키 블랙,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092591/6092591_17836611784244_500.png,36000,36000,1,100,0,0,,,,,,,{30},"{1,2,3}","{/images/prd_img/20260306/6092591/detail_6092591_17836611790640_500.png,/images/prd_img/20260306/6092591/detail_6092591_17836611792131_500.png,/images/prd_img/20260306/6092591/detail_6092591_17836611793948_500.png}",{쿨아이템},5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 84.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 31.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6092605,001001,017016005,muscolo,머스콜로,[MGW] 퀵드라이 에어쿨링 반팔 티셔츠 화이트 그린,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092605/6092605_17820607541672_500.png,36000,36000,1,100,0,0,,,,,,,{1},"{1,2}","{/images/prd_img/20260306/6092605/detail_6092605_17820607548301_500.png,/images/prd_img/20260306/6092605/detail_6092605_17820607549714_500.png,/images/prd_img/20260306/6092605/detail_6092605_17820607551380_500.png}",{쿨아이템},5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6092632,001001,017016005,muscolo,머스콜로,[MGW] 퀵드라이 에어쿨링 반팔 티셔츠 화이트 레드,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260306/6092632/6092632_17820607535315_500.png,36000,36000,0,0,0,0,,,,,,,{1},"{1,2}","{/images/prd_img/20260306/6092632/detail_6092632_17820607541303_500.png,/images/prd_img/20260306/6092632/detail_6092632_17820607542710_500.png,/images/prd_img/20260306/6092632/detail_6092632_17820607544172_500.png}",{쿨아이템},5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6098597,001001,017016005,mammut,마무트,얼리 버드 티셔츠 우먼,M21F5TR108_WH,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260309/6098597/6098597_17730291089614_500.jpg,109000,109000,0,0,0,0,,,,,,,{1},"{WH_XS,WH_S,WH_M}",,,5,"[{""name"": ""WH_XS"", ""items"": [{""name"": ""총장"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 40.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.5, ""recommendSizeRange"": 5}]}, {""name"": ""WH_S"", ""items"": [{""name"": ""총장"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 42.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 50.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""WH_M"", ""items"": [{""name"": ""총장"", ""value"": 62.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 44.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6098733,001001,017016005,mammut,마무트,얼리 버드 티셔츠 맨,M11F5TR108_WH,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260309/6098733/6098733_17730303234071_500.jpg,109000,109000,0,0,0,0,,,,,,,{1},"{WH_S,WH_M,WH_L,WH_XL}",,,5,"[{""name"": ""WH_S"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 54.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.5, ""recommendSizeRange"": 5}]}, {""name"": ""WH_M"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.0, ""recommendSizeRange"": 5}]}, {""name"": ""WH_L"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.5, ""recommendSizeRange"": 5}]}, {""name"": ""WH_XL"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6098734,001001,017016005,mammut,마무트,얼리 버드 티셔츠 맨,M11F5TR108_BL,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260309/6098734/6098734_17730303292901_500.jpg,109000,109000,0,0,0,0,,,,,,,{7},"{BL_S,BL_M,BL_L}",,,5,"[{""name"": ""BL_S"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 54.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.5, ""recommendSizeRange"": 5}]}, {""name"": ""BL_M"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.0, ""recommendSizeRange"": 5}]}, {""name"": ""BL_L"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6105913,001010,017016002,lululemon,룰루레몬,이지셋 릴랙스드 롱슬리브 셔츠 *워시  DWTW,LW3KCJS-072650,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260310/6105913/6105913_17823511481963_500.jpg,125000,62500,1,100,0,937,,,,,,,{24},"{""Dilute Wash Twig^0"",""Dilute Wash Twig^2"",""Dilute Wash Twig^4"",""Dilute Wash Twig^6"",""Dilute Wash Twig^8"",""Dilute Wash Twig^10"",""Dilute Wash Twig^12"",""Dilute Wash Twig^14""}","{/images/prd_img/20260310/6105913/detail_6105913_17823511488221_500.jpg,/images/prd_img/20260310/6105913/detail_6105913_17823511489706_500.jpg,/images/prd_img/20260310/6105913/detail_6105913_17823511491159_500.jpg,/images/prd_img/20260310/6105913/detail_6105913_17823511492726_500.jpg}",,,,"{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6129838,001004,001004,champion,챔피온,리버스위브 루즈핏 후드 티셔츠 Navy,CHPM261EPHT001NV,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260313/6129838/6129838_17738181558536_500.jpg,119000,77300,0,0,0,709,,,,,,,{36},"{S,M,L,XL,2XL}","{/images/prd_img/20260313/6129838/detail_6129838_17738186981065_500.jpg,/images/prd_img/20260313/6129838/detail_6129838_17738186986658_500.jpg,/images/prd_img/20260313/6129838/detail_6129838_17738186992508_500.jpg,/images/prd_img/20260313/6129838/detail_6129838_17738186998657_500.jpg}","{26SS,긴팔,루즈핏,후드,후드티,후드티셔츠,후디}",21,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 63.5, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 65.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 70.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.0, ""recommendSizeRange"": 5}]}, {""name"": ""2XL"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 70.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6142208,001011,017016003,lululemon,룰루레몬,저지 트레이닝 머슬 탱크탑 *롱  BLK,LW1GD6S-0001,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260317/6142208/6142208_17850485424200_500.jpg,67000,67000,19,98,90,2284,,,,,,,{2},"{Black^0,Black^2,Black^4,Black^6,Black^8,Black^10,Black^12,Black^14}","{/images/prd_img/20260317/6142208/detail_6142208_17850485430189_500.jpg,/images/prd_img/20260317/6142208/detail_6142208_17850485431867_500.jpg,/images/prd_img/20260317/6142208/detail_6142208_17850485433307_500.jpg,/images/prd_img/20260317/6142208/detail_6142208_17850485434790_500.jpg,/images/prd_img/20260317/6142208/detail_6142208_17850485436425_500.jpg}",,,,"{""questions"": []}","{""goodsNo"": 6142208, ""isShared"": true, ""reaction"": {}, ""keywordSummaries"": [], ""sentimentSummary"": {""negative"": ""가끔 목부분에 파운데이션 자국이 남는 경우가 있어요. 일부 후기에서는 비침이 심하다고 언급해요. 때때로 택이 너무 길어서 거슬린다고 해요. 드물지만 사이즈가 약간 크다는 의견이 있어요."", ""positive"": ""재질이 부드럽고 땀 흡수도 잘 돼요. 사이즈가 넉넉해서 체형 커버에 좋아요. 가볍고 착용감이 뛰어나서 운동할 때 편해요. 길이감이 적당하고 엉덩이도 잘 가려줘요. 디자인이 간결하고 예뻐서 자주 입게 돼요.""}}",,2026-08-12 03:47:03.50325+00
6167493,001001,017016005,lululemon,룰루레몬,UV 프로텍티브 스트라이프 메쉬 테니스 폴로 셔츠  WHT,LM3GNIS-0002,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260320/6167493/6167493_17859525152160_500.jpg,138000,138000,0,0,0,237,,,,,,,{1},"{White^XS,White^S,White^M,White^L,White^XL,White^XXL}","{/images/prd_img/20260320/6167493/detail_6167493_17859525158536_500.jpg,/images/prd_img/20260320/6167493/detail_6167493_17859525159975_500.jpg,/images/prd_img/20260320/6167493/detail_6167493_17859525161504_500.jpg,/images/prd_img/20260320/6167493/detail_6167493_17859525163072_500.jpg,/images/prd_img/20260320/6167493/detail_6167493_17859525164514_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6167520,001010,017016002,lululemon,룰루레몬,퀵 드라이 롱슬리브 폴로 셔츠 *스트레이트 헴  BLK,LW3KLDS-0001,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260320/6167520/6167520_17865087295626_500.jpg,125000,125000,0,0,0,379,,,,,,,{2},"{Black^0,Black^2,Black^4,Black^6,Black^8,Black^10,Black^12,Black^14}","{/images/prd_img/20260320/6167520/detail_6167520_17860725851345_500.jpg,/images/prd_img/20260320/6167520/detail_6167520_17860725852870_500.jpg,/images/prd_img/20260320/6167520/detail_6167520_17860725854380_500.jpg,/images/prd_img/20260320/6167520/detail_6167520_17860725855863_500.jpg,/images/prd_img/20260320/6167520/detail_6167520_17860725857424_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6180797,001001,017016005,lululemon,룰루레몬,코튼 링거 베이비 티 *테니스 듀스  WHT CLBL,LW3KD9S-069502,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260324/6180797/6180797_17743113046333_500.jpg,78000,78000,32,100,155,1734,,,,,,,{1},"{""White/Club Blue^XXXS"",""White/Club Blue^XXS"",""White/Club Blue^XS"",""White/Club Blue^S"",""White/Club Blue^M"",""White/Club Blue^L"",""White/Club Blue^XL""}","{/images/prd_img/20260324/6180797/detail_6180797_17743113052829_500.jpg,/images/prd_img/20260324/6180797/detail_6180797_17743113054697_500.jpg,/images/prd_img/20260324/6180797/detail_6180797_17743113056206_500.jpg,/images/prd_img/20260324/6180797/detail_6180797_17743113057857_500.jpg,/images/prd_img/20260324/6180797/detail_6180797_17743113059819_500.jpg}",,,,"{""questions"": []}","{""goodsNo"": 6180797, ""isShared"": false, ""reaction"": {}, ""keywordSummaries"": [], ""sentimentSummary"": {""negative"": ""가끔 사이즈 선택에 신중해야 할 것 같아요. 때때로 길이가 살짝 짧게 느껴질 수 있어요."", ""positive"": ""원단이 부드럽고 피부에 자극 없이 착용감이 좋아요. 크롭 기장 덕분에 허리 라인이 자연스럽게 드러나고 슬림한 핏이 예뻐요. 통기성이 좋아서 더운 날에도 쾌적하게 입을 수 있어요. 색감이 깔끔해서 다양한 하의와 잘 어울려요. 활용도가 높아서 운동복으로도, 평상복으로도 무리 없이 입기 좋아요.""}}",,2026-08-12 03:47:03.50325+00
